Genes	TCGA-02-0003-01A	TCGA-02-0033-01A	TCGA-02-0047-01A	TCGA-02-2470-01A	TCGA-02-2483-01A	TCGA-02-2485-01A	TCGA-02-2486-01A	TCGA-06-0122-01A	TCGA-06-0124-01A
DYDC1	0	0	0	0	0	0	0	0	0
C19orf24	0	0	0	0	0	0	0	0	0
SMG6	0	0	0	0	0	0	0	0	0
TMEM213	0	0	0	0	0	0	0	0	0
MIR205HG	0	0	0	0	0	0	0	0	0
GLIPR1	0	0	0	0	0	0	0	0	0
C15orf56	0	0	0	0	0	0	0	0	0
C9orf89	0	0	0	0	0	0	0	0	0
GLRB	0	0	0	0	0	0	0	0	0
CIZ1	0	0	0	0	0	0	0	0	0
GPR137	0	0	0	0	0	0	0	0	0
UBXN6	0	0	0	0	0	0	0	0	0
MARK4	0	0	0	0	0	0	0	0	0
METTL4	0	0	0	0	0	0	0	0	0
CTU1	0	0	0	0	0	0	0	0	0
CBY1	0	0	0	0	0	0	0	0	0
MBD3	0	0	0	0	0	0	0	0	0
MTERFD2	0	0	0	0	0	0	0	0	0
PGC	0	0	0	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0	0
FAM74A1	0	0	0	0	0	0	0	0	0
AMOTL1	0	0	0	0	0	0	0	0	0
CLEC16A	0	0	0	0	0	0	0	0	0
SMG1P1	0	0	0	0	0	0	0	0	0
SYNJ1	0	0	0	0	0	0	0	0	0
PAICS	0	0	0	0	0	0	0	0	0
NFKBIE	0	0	0	0	0	0	0	0	0
KLK10	0	0	0	0	0	0	0	0	0
TCEB2	0	0	0	0	0	0	0	0	0
NOG	0	0	1	0	0	0	0	0	0
ZNF98	0	0	0	0	0	0	0	0	0
CT45A1	0	0	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0	0
MIR3140	0	0	0	0	0	0	0	0	0
PPP2R2B	0	0	0	0	0	0	0	0	0
ARHGEF17	0	0	0	0	0	0	0	0	0
RN7SL406P	0	0	0	0	0	0	0	0	0
WSB2	0	0	0	0	0	0	0	0	0
ME3	0	0	0	0	0	0	0	0	0
GBAP1	0	0	0	0	0	0	0	0	0
TBC1D25	0	0	0	0	0	0	0	0	0
TCTN2	0	0	0	0	0	0	0	0	0
JAK1	0	0	0	0	0	0	0	0	0
TYW1B	0	0	0	0	0	0	0	0	0
CDV3	0	0	0	0	0	0	0	0	0
RN7SL458P	0	0	0	0	0	0	0	0	0
ZNF800	0	0	0	0	0	0	0	0	0
SCUBE2	0	0	0	0	-1	0	0	0	0
GALNT11	0	0	0	0	0	0	0	0	0
MYCBP	0	0	0	0	0	0	0	0	0
MMP25	0	0	0	0	0	0	0	0	0
ULK2	0	0	0	0	0	0	0	0	0
PIGO	0	0	0	0	0	0	0	0	0
NRCAM	0	0	0	0	0	0	0	0	0
CHST5	0	0	0	0	0	0	0	0	0
SLC35E3	0	0	0	0	0	0	0	0	0
RADIL	0	0	0	0	0	0	0	0	0
LYRM4	0	0	0	0	0	0	0	0	0
CSRP2	0	0	0	0	0	0	0	0	0
GPER	0	0	0	0	0	0	0	0	0
HIPK2	0	0	0	0	0	0	0	0	0
ZMIZ1	0	0	0	0	0	0	0	0	0
MAPK15	0	0	0	0	0	0	0	0	0
TIMM13	0	0	0	0	0	0	0	0	0
DDX58	0	0	0	0	0	0	0	0	0
ZNF462	0	0	0	0	0	0	0	0	0
ENPP6	0	0	0	0	0	0	0	0	0
AKT1	0	0	0	0	0	0	0	0	0
RN7SL562P	0	0	0	0	0	0	0	0	0
GBA3	0	0	0	0	0	0	0	0	0
CDC34	0	0	0	0	0	0	0	0	0
TEX13A	0	0	0	0	0	0	0	0	0
MTRF1	0	0	0	0	0	0	0	0	0
MCM6	0	0	0	0	0	0	0	0	0
RN7SL773P	0	0	0	0	0	0	0	0	0
ABCA7	0	0	0	0	0	0	0	0	0
RN7SKP238	0	0	0	0	0	0	0	0	0
EIF4A2	0	0	0	0	0	0	0	0	0
CASC1	0	0	0	0	0	0	0	0	0
RNU4ATAC4P	0	0	0	0	0	0	0	0	0
RAD51AP2	0	0	0	0	0	0	0	0	0
RPGR	0	0	0	0	0	0	0	0	0
CES5A	0	0	0	0	0	0	0	0	0
ZC3H10	0	0	0	0	0	0	0	0	0
RD3L	0	0	0	0	0	0	0	0	0
SHROOM2	0	0	0	0	0	0	0	0	0
COL6A3	0	0	0	0	0	0	0	0	0
RP1L1	0	0	0	0	0	0	0	1	0
TMEFF1	0	0	0	0	0	0	0	0	0
MIR130B	0	0	0	0	0	0	0	0	0
GPR125	0	0	0	0	0	0	0	0	0
USP22	0	0	0	0	0	0	0	0	0
OR1L4	0	0	0	0	0	0	0	0	0
LYSMD1	0	0	0	0	0	0	0	0	0
PTCD1	0	0	0	0	0	0	0	0	0
CRTAC1	0	0	0	0	0	0	0	0	0
OR3A4P	0	0	0	0	0	0	0	0	0
WDR18	0	0	0	0	0	0	0	0	0
HSD17B12	0	0	0	0	0	0	0	0	0
SUDS3	0	0	0	0	0	0	0	0	0
EFNA3	0	0	0	0	0	0	0	0	0
CYP2B6	0	0	0	0	0	0	0	0	0
CAMKK2	0	0	0	0	0	0	0	0	0
NES	0	0	0	0	0	0	0	0	0
TBC1D2	0	0	0	0	0	0	0	0	0
RNF224	0	0	0	0	0	0	0	0	0
POLR2C	0	0	0	0	0	0	0	0	0
PON2	0	0	0	0	0	0	0	0	0
ZNF77	0	0	0	0	0	0	0	0	0
MUC5AC	0	0	0	0	-1	0	0	0	0
HPX	0	0	0	0	-1	0	0	0	0
ANKRD27	0	0	0	0	0	0	0	0	0
EIF3K	0	0	0	0	0	0	0	0	0
TCP11L2	0	0	0	0	0	0	0	0	0
MIR342	0	0	0	0	0	0	0	0	0
MALAT1	0	0	0	0	0	0	0	0	0
PLB1	0	0	0	0	0	0	0	0	0
CLEC4A	0	0	0	0	0	0	0	0	0
CPSF4	0	0	0	0	0	0	0	0	0
MLXIPL	0	0	0	0	0	0	0	0	0
OR52N2	0	0	0	0	-1	0	0	0	0
PIP5KL1	0	0	0	0	0	0	0	0	0
ENC1	0	0	0	0	0	0	0	0	0
ZNF28	0	0	0	0	0	0	0	0	0
GH1	0	0	1	0	0	0	0	0	0
HPS5	0	0	0	0	0	0	0	0	0
TRAV29DV5	0	0	0	0	0	0	0	0	0
POP5	0	0	0	0	0	0	0	0	0
CLRN3	0	0	0	0	0	0	0	0	0
SNORA59B	0	0	0	0	0	0	0	0	0
MARS	1	0	0	0	0	1	0	0	0
ARSE	0	0	0	0	0	0	0	0	0
LINC00880	0	0	0	0	0	0	0	0	0
RN7SL280P	0	0	0	0	0	0	0	0	0
PPIE	0	0	0	0	0	0	0	0	0
UBR2	0	0	0	0	0	0	0	0	0
RN7SKP298	0	0	0	0	0	0	0	0	0
GP5	0	0	0	0	0	0	0	0	0
VOPP1	0	0	0	0	0	1	0	1	0
ARRDC1	0	0	0	0	0	0	0	0	0
LINC00578	0	0	0	0	0	0	0	0	0
ZNF613	0	0	0	0	0	0	0	0	0
RN7SL317P	0	0	0	0	0	0	0	0	0
TMEM132B	0	0	0	0	0	0	0	0	0
PIGW	0	0	0	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0	0	0	0
PGLS	0	0	0	0	0	0	0	0	0
RN7SKP73	0	0	0	0	0	0	0	0	0
SAE1	0	0	0	0	0	0	0	0	0
GOLGA8T	0	0	0	0	0	0	0	0	0
OAZ1	0	0	0	0	0	0	0	0	0
MIR497HG	0	0	0	0	0	0	0	0	0
SGCE	0	0	0	0	0	0	0	0	0
KCNK18	0	0	0	0	0	0	0	0	0
MIR3976	0	0	0	0	0	0	0	0	0
IL11	0	0	0	0	0	0	0	0	0
CSN2	0	0	0	0	0	0	0	0	0
MIOS	0	0	0	0	0	0	0	0	0
TDO2	0	0	0	0	0	0	0	0	0
SAMD9	0	0	0	0	0	0	0	0	0
FOXD4	0	0	0	0	-1	0	0	0	0
S100A7A	0	0	0	0	0	0	0	0	0
LCN2	0	0	0	0	0	0	0	0	0
SV2C	0	0	0	0	0	0	0	0	0
RN7SL684P	0	0	0	0	0	0	0	0	0
ZNF490	0	0	0	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0	0	0	0
GKAP1	0	0	0	0	0	0	0	0	0
AKR1C3	0	0	0	0	0	0	0	0	0
MIR3150B	0	0	0	0	0	0	0	0	0
RN7SL128P	0	0	0	0	0	0	0	0	0
CACNA2D4	0	0	0	0	0	0	0	0	0
GMDS	0	0	0	0	0	0	0	0	0
YKT6	0	0	0	0	0	0	0	0	0
MIR22HG	0	0	0	0	0	0	0	0	0
CBX5	0	0	0	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0	0	0	0
MIR4510	0	0	0	0	0	0	0	0	0
COL5A1	0	0	0	0	0	0	0	0	0
DERL1	0	0	0	0	0	0	0	0	0
SFT2D1	0	0	0	0	0	0	0	0	0
C14orf144	0	0	0	0	0	0	0	0	0
FBXL18	0	0	0	0	0	0	0	0	0
XAGE1D	0	0	0	0	0	0	0	0	0
RNA5SP100	0	0	0	0	0	0	0	0	0
ADAM22	0	0	0	0	0	0	0	0	0
FAM209B	0	0	0	0	0	0	0	0	0
RN7SL763P	0	0	0	0	0	0	0	0	0
KCTD21	0	0	0	0	0	0	0	0	0
RN7SL402P	0	0	0	0	0	0	0	0	0
PLEKHM2	0	0	0	0	0	0	0	0	0
FICD	0	0	0	0	0	0	0	0	0
ZNF266	0	0	0	0	0	0	0	0	0
CCDC89	0	0	0	0	0	0	0	0	0
LINC00702	0	0	0	0	0	0	0	0	0
SLC9B1	0	0	0	0	0	0	0	0	0
MIR3074	0	0	0	0	0	0	0	0	0
MIR3660	0	0	0	0	0	0	0	0	0
NXPE1	0	0	0	0	0	0	0	0	0
APOA1	0	0	0	1	0	0	0	0	0
PYGM	0	0	0	0	0	0	0	0	0
C10orf82	0	0	0	0	0	0	0	0	0
PRICKLE1	0	0	0	0	0	0	0	0	0
RN7SL697P	0	0	0	0	0	0	0	0	0
WNT5B	0	0	0	0	0	0	0	0	0
TAS2R38	0	0	0	0	0	0	0	0	0
MIR188	0	0	0	0	0	0	0	0	0
PRSS57	0	0	0	0	0	0	0	0	0
FOXO3	0	0	0	0	0	0	0	0	0
ZBTB5	0	0	0	0	0	0	0	0	0
TRDJ3	0	0	0	0	0	0	0	0	0
DCTN2	1	0	0	0	0	1	0	0	0
URAHP	0	0	0	0	0	0	0	0	0
RN7SL703P	0	0	0	0	0	0	0	0	0
HULC	0	0	0	0	0	0	0	0	0
UHRF1	0	0	0	0	0	0	0	0	0
GPC6	0	0	0	0	0	0	0	0	0
PLA2G4B	0	0	0	0	0	0	0	0	0
ZNF324B	0	0	0	0	0	0	0	0	0
C10orf54	0	0	0	0	0	0	0	0	0
DNAJC24	0	0	0	0	0	0	0	0	0
MCF2L2	0	0	0	0	0	0	0	0	0
RN7SL262P	0	0	0	0	0	0	0	0	0
CDKN2A	0	0	-1	-1	-1	0	-1	-1	-1
LPAR1	0	0	0	0	0	0	0	0	0
OLA1	0	0	0	0	0	0	0	0	0
FAM120B	0	0	0	0	0	0	0	0	0
RFX7	0	0	0	0	0	0	0	0	0
TTLL10	0	0	0	0	0	0	0	0	0
SCN2B	0	0	0	0	0	0	0	0	0
MFHAS1	0	0	0	0	0	0	0	1	0
CSRNP2	0	0	0	0	0	0	0	0	0
RASGRF2	0	0	0	0	0	0	0	0	0
SSBP1	0	0	0	0	0	0	0	0	0
MAMDC2	0	0	0	0	0	0	0	0	0
CASP2	0	0	0	0	0	0	0	0	0
HS3ST4	0	0	0	0	0	0	0	0	0
PDIA4	0	0	0	0	0	0	0	0	0
SERBP1	0	0	0	0	0	0	0	0	0
TESC	0	0	0	0	0	0	0	0	0
OR51I2	0	0	0	0	-1	0	0	0	0
TMEM31	0	0	0	0	0	0	0	0	0
IGFBPL1	0	0	0	0	0	0	0	0	0
AGMAT	0	0	0	0	0	0	0	0	0
SHKBP1	0	0	0	0	0	0	0	0	0
NAGK	0	0	0	0	0	0	0	0	0
MYL2	0	0	0	0	0	0	0	0	0
ATAD5	0	0	0	0	0	0	0	0	0
RN7SKP279	0	0	0	0	0	0	0	0	0
STK38	0	0	0	0	0	0	0	0	0
AZI1	0	0	1	0	0	0	0	0	0
RBP1	0	0	0	0	0	0	0	0	0
ADAMTSL3	0	0	0	0	0	0	0	0	0
TOMM7	0	0	0	0	0	0	0	0	0
EVA1C	0	0	0	0	0	0	0	0	0
HSFX1	0	0	0	0	0	0	0	0	0
VTA1	0	0	0	0	0	0	0	0	0
CRISPLD2	0	0	0	0	0	0	0	0	0
SNHG14	0	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0	0
CA6	0	0	0	0	0	0	0	0	0
CEP57	0	0	0	0	0	0	0	0	0
AR	0	0	0	0	0	0	0	0	0
PPP1R3G	0	0	0	0	0	0	0	0	0
DDX3X	0	0	0	0	0	0	0	0	0
FAM25C	0	0	0	0	0	0	0	0	0
CSAG3	0	0	0	0	0	0	0	0	0
SESN2	0	0	0	0	0	0	0	0	0
FAM90A28P	0	0	0	0	0	0	0	0	0
PHF2P2	0	0	0	0	0	0	0	0	0
PLXDC1	0	0	0	0	0	0	0	0	0
HNRNPL	0	0	0	0	0	0	0	0	0
KIF3C	0	0	0	0	0	0	0	0	0
ARHGEF10	0	0	0	0	0	0	0	1	0
CASP12	0	0	0	0	0	0	0	0	0
GABRA3	0	0	0	0	0	0	0	0	0
RN7SL493P	0	0	0	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0	0	0	0
SH2D5	0	0	0	0	0	0	0	0	0
E2F3	0	0	0	0	0	0	0	0	0
SCG5	0	0	0	0	0	0	0	0	0
TIGD5	0	0	0	0	0	0	0	0	0
MIR3168	0	0	0	0	0	0	0	0	0
HDC	0	0	0	0	0	0	0	0	0
OR51A7	0	0	0	0	-1	0	0	0	0
SCGB3A2	0	0	0	0	0	0	0	0	0
SYTL3	0	0	0	0	0	0	0	0	0
ATP6V1B1	0	0	0	0	0	0	0	0	0
NOTCH1	0	0	0	0	0	0	0	0	0
ATPAF2	0	0	0	0	0	0	0	0	0
ECD	0	0	0	0	0	0	0	0	0
SSX5	0	0	0	0	0	0	0	0	0
OCA2	0	0	0	0	0	0	0	0	0
CALML6	0	0	0	0	0	0	0	0	0
PNPO	0	0	0	0	0	0	0	0	0
DAPK1	0	0	0	0	0	0	0	0	0
RNA5SP326	0	0	0	0	0	0	0	0	0
RPS6KC1	0	0	0	0	0	0	0	0	0
RN7SL569P	0	0	0	0	0	0	0	0	0
TRAJ5	0	0	0	0	0	0	0	0	0
PINX1	0	0	0	0	0	0	0	1	0
SCML4	0	0	0	0	0	0	0	0	0
TMED4	0	0	0	0	0	0	0	0	0
NEK3	0	0	0	0	0	0	0	0	0
MROH1	0	0	0	0	0	0	0	0	0
RN7SL45P	0	0	0	0	0	0	0	0	0
FOSL1	0	0	0	0	0	0	0	0	0
INPP5A	0	0	0	0	-1	0	0	0	0
TTC38	0	0	0	0	0	0	0	0	0
CD40LG	0	0	0	0	0	0	0	0	0
CES1	0	0	0	0	0	0	0	0	0
ZNF259P1	0	0	0	0	0	0	0	0	0
RNA5SP514	0	0	0	0	0	0	0	0	0
TRAF3IP1	0	0	0	0	0	0	0	0	0
RNY5P3	0	0	0	0	0	0	0	0	0
TTC16	0	0	0	0	0	0	0	0	0
VRK1	0	0	0	0	0	0	0	0	0
CYP3A4	0	0	0	0	0	0	0	0	0
A2MP1	0	0	0	0	0	0	0	0	0
POM121L4P	0	0	0	0	0	0	0	0	0
NSUN5P2	0	0	0	0	0	0	0	0	0
PISD	0	0	0	0	0	0	0	0	0
SKA2	0	0	1	0	0	0	0	0	0
TRAP1	0	0	0	0	0	0	0	0	0
UBBP4	0	0	0	0	0	0	0	0	0
RNF44	0	0	0	0	0	0	0	0	0
NPTXR	0	0	0	0	0	0	0	0	0
SAR1B	0	0	0	1	0	0	0	0	0
DPYSL3	0	0	0	0	0	0	0	0	0
UBE2Q2P1	0	0	0	0	0	0	0	0	0
GPC1	0	0	0	0	0	0	0	0	0
SLC51A	0	0	0	0	0	0	0	0	0
GLS2	0	0	0	0	0	0	0	0	0
TOB1	0	0	0	0	0	0	0	0	0
POU5F1B	0	0	0	0	0	0	0	0	0
RN7SL10P	0	0	0	0	0	0	0	0	0
MNX1	0	0	0	0	0	0	0	0	0
TCEAL1	0	0	0	0	0	0	0	0	0
CMTM7	0	0	0	0	0	0	0	0	0
OR10A7	0	0	0	0	0	0	0	0	0
RNA5SP268	0	0	0	0	0	0	0	0	0
CENPF	0	0	0	0	0	0	0	0	0
C6	0	0	0	0	0	0	0	0	0
OVOL3	0	0	0	0	0	0	0	0	0
RNY3P2	0	0	0	0	0	0	0	0	0
PRSS1	0	0	0	0	0	0	0	0	0
KBTBD7	0	0	0	0	0	0	0	0	0
C12orf73	0	0	0	0	0	0	0	0	0
LINC00470	0	0	0	0	0	0	0	0	0
CEACAM3	0	0	0	0	0	0	0	0	0
PPP1R27	0	0	1	0	0	0	0	0	0
SERHL	0	0	0	0	0	0	0	0	0
RNA5SP449	0	0	0	0	0	0	0	0	0
MAMLD1	0	0	0	0	0	0	0	0	0
UBC	0	0	0	0	0	0	0	0	0
MIR33B	0	0	0	0	0	0	0	0	0
DPCD	0	0	0	0	1	0	0	0	0
ZNF788	0	0	0	0	0	0	0	0	0
SLC25A53	0	0	0	0	0	0	0	0	0
HAPLN1	0	0	0	0	0	0	0	0	0
MIR3152	0	0	0	0	0	0	0	0	0
SNCB	0	0	0	0	0	0	0	0	0
MIR551B	0	0	0	0	0	0	0	0	0
S100A9	0	0	0	0	0	0	0	0	0
IGLJ4	0	0	0	0	0	0	0	0	0
TRIM50	0	0	0	0	0	0	0	0	0
KCTD1	0	0	0	0	0	0	0	0	0
RNLS	0	0	0	0	0	0	0	0	0
RNA5SP230	0	0	0	0	0	0	0	0	0
CDCA8	0	0	0	0	0	0	0	0	0
CXorf22	0	0	0	0	0	0	0	0	0
FAM45B	0	0	0	0	0	0	0	0	0
KCNK16	0	0	0	0	0	0	0	0	0
CEP250	0	0	0	0	0	0	0	0	0
MLC1	0	0	0	0	0	0	0	0	0
KCNJ2	0	0	1	0	0	0	0	0	0
TNIP3	0	0	0	0	0	0	0	0	0
MT1B	0	0	0	0	0	0	0	0	0
PYROXD2	0	0	0	0	0	0	0	0	0
RN7SKP172	0	0	0	0	0	0	0	0	0
OR4D1	0	0	1	0	0	0	0	0	0
GOLT1A	0	0	0	1	0	0	0	0	0
UTP20	0	0	0	0	0	0	0	0	0
ZNF684	0	0	0	0	0	0	0	0	0
PDHA1	0	0	0	0	0	0	0	0	0
PRSS33	0	0	0	0	0	0	0	0	0
ZNF492	0	0	0	0	0	0	0	0	0
MMGT1	0	0	0	0	0	0	0	0	0
BYSL	0	0	0	0	0	0	0	0	0
PMPCA	0	0	0	0	0	0	0	0	0
ANKRD36B	0	0	0	0	0	0	0	0	0
RNF38	0	0	0	0	0	0	0	0	0
AHDC1	0	0	0	0	0	0	0	0	0
KLHL2	0	0	0	0	0	0	0	0	0
CMTM8	0	0	0	0	0	0	0	0	0
MPL	0	0	0	0	0	0	0	0	0
GLTP	0	0	0	0	0	0	0	0	0
C9orf78	0	0	0	0	0	0	0	0	0
HERPUD2	0	0	0	0	0	0	0	0	0
TMEM151A	0	0	0	0	0	0	0	0	0
CRTAM	0	0	0	0	0	0	0	0	0
ADAM12	0	0	0	0	1	0	0	0	0
CSPG4	0	0	0	0	0	0	0	0	0
ZNF572	0	0	0	0	0	0	0	0	0
SLC52A1	0	0	0	0	0	0	0	0	0
FAM214A	0	0	0	0	0	0	0	0	0
UBE2G1	0	0	0	0	0	0	0	0	0
MIR4747	0	0	0	0	0	0	0	0	0
ADCY7	0	0	0	0	0	0	0	0	0
PAK1	0	0	0	0	0	0	0	0	0
TAS2R43	0	0	0	0	0	0	0	0	0
PPP1R14A	0	0	0	0	0	0	0	0	0
SIDT1	0	0	0	0	0	0	0	0	0
C1RL	0	0	0	0	0	0	0	0	0
ATP9B	0	0	0	0	0	0	0	0	0
DAZAP1	0	0	0	0	0	0	0	0	0
TLN1	0	0	0	0	0	0	0	0	0
B9D1	0	0	0	0	0	0	0	0	0
LILRB2	0	0	0	0	0	0	0	0	0
MIR608	0	0	0	0	0	0	0	0	0
LYG1	0	0	0	0	0	0	0	0	0
C15orf48	0	0	0	0	0	0	0	0	0
NSMCE4A	0	0	0	0	0	0	0	0	0
DNAI1	0	0	0	0	0	0	0	0	0
IGF2BP3	0	0	0	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0	0	0	0
MIR4632	0	0	0	0	0	0	0	0	0
SLC33A1	0	0	0	0	0	0	0	0	0
CLUH	0	0	0	0	0	0	0	0	0
HRG	0	0	0	0	0	0	0	0	0
OR4F3	0	0	0	0	0	0	0	0	0
MIR3183	0	0	0	0	0	0	0	0	0
USP47	0	0	0	0	-1	0	0	0	0
IZUMO4	0	0	0	0	0	0	0	0	0
TMCC3	0	0	0	0	0	0	0	0	0
CCDC88B	0	0	0	0	0	0	0	0	0
CBWD7	0	0	0	0	0	0	0	0	0
FBXO42	0	0	0	0	0	0	0	0	0
HCN1	0	0	0	0	0	0	0	0	0
HTN1	0	0	0	0	0	0	0	0	0
SYCP3	0	0	0	0	0	0	0	0	0
PAPOLA	0	0	0	0	0	0	0	0	0
AATK	0	0	1	0	0	0	0	0	0
TMEM235	0	0	1	0	0	0	0	0	0
MSH3	0	0	0	0	0	0	0	0	0
NDUFAB1	0	0	0	0	0	0	0	0	0
LINC00665	0	0	0	0	0	0	0	0	0
RAB3IP	0	0	0	0	0	0	0	0	0
SLC4A8	0	0	0	0	0	0	0	0	0
MRPL45	0	0	0	0	0	0	0	0	0
MSMP	0	0	0	0	0	0	0	0	0
MTNR1B	0	0	0	0	0	0	0	0	0
NSMCE2	0	0	0	0	0	0	0	0	0
SPECC1L	0	0	0	0	0	0	0	0	0
TTC37	0	0	0	0	0	0	0	0	0
RN7SL787P	0	0	0	0	0	0	0	0	0
GPR143	0	0	0	0	0	0	0	0	0
MIR5691	0	0	0	0	-1	0	0	0	0
ZNF576	0	0	0	0	0	0	0	0	0
ATP5D	0	0	0	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0	0	0	0
RNA5SP493	0	0	0	0	0	0	0	0	0
SLC13A1	0	0	0	0	0	0	0	0	0
MIR4740	0	0	1	0	0	0	0	0	0
RPS5	0	0	0	0	0	0	0	0	0
YEATS4	0	0	0	0	0	0	0	0	0
MTMR1	0	0	0	0	0	0	0	0	0
ENDOU	0	0	0	0	0	0	0	0	0
HOXA13	0	0	0	0	0	0	0	0	0
PCOLCE	0	0	0	0	0	0	0	0	0
MNS1	0	0	0	0	0	0	0	0	0
RN7SKP92	0	0	0	0	0	0	0	0	0
ZNF718	0	0	0	0	0	0	0	0	0
CXADR	0	0	0	0	0	0	0	0	0
PCYT2	0	0	1	0	0	0	0	0	0
PTPN20B	0	0	0	0	0	0	0	0	0
UTF1	0	0	0	0	-1	0	0	0	0
ZNF182	0	0	0	0	0	0	0	0	0
BZRAP1	0	0	1	0	0	0	0	0	0
LAX1	0	0	0	0	0	0	0	0	0
PUF60	0	0	0	0	0	0	0	0	0
ELOVL5	0	0	0	0	0	0	0	0	0
SPPL2B	0	0	0	0	0	0	0	0	0
B4GALNT1	1	0	0	0	0	1	0	0	0
SHC1	0	0	0	0	0	0	0	0	0
MIR1914	0	0	0	0	0	0	0	0	0
TANGO2	0	0	0	0	0	0	0	0	0
BLOC1S2	0	0	0	0	0	0	0	0	0
OR7E19P	0	0	0	0	0	0	0	0	0
IRX5	0	0	0	0	0	0	0	0	0
LINC00705	0	0	0	0	0	0	0	0	0
GGT2	0	0	0	0	0	0	0	0	0
SNORD123	0	0	0	0	0	0	0	0	0
S1PR2	0	0	0	0	0	0	0	0	0
IGHG4	0	0	0	0	0	0	0	0	0
RAB19	0	0	0	0	0	0	0	0	0
ITM2B	0	0	0	0	0	0	0	0	0
GINS1	0	0	0	0	0	0	0	0	0
PAPSS2	0	0	0	0	0	0	0	0	0
SMO	0	0	0	0	0	0	0	0	0
PIK3R5	0	0	0	0	0	0	0	0	0
MIR132	0	0	0	0	0	0	0	0	0
GLT8D2	0	0	0	0	0	0	0	0	0
UTRN	0	0	0	0	0	0	0	0	0
KRT1	0	0	0	0	0	0	0	0	0
RN7SL59P	0	0	0	0	0	0	0	0	0
SIGLEC9	0	0	0	0	0	0	0	0	0
RPL35	0	0	0	0	0	0	0	0	0
TRAV24	0	0	0	0	0	0	0	0	0
C22orf26	0	0	0	0	0	0	0	0	0
ENOX2	0	0	0	0	0	0	0	0	0
AGBL4	0	0	0	0	0	0	0	0	0
RN7SL244P	0	0	0	0	0	0	0	0	0
CLTA	0	0	0	0	0	0	0	0	0
SEC14L5	0	0	0	0	0	0	0	0	0
SMC3	0	0	0	0	0	0	0	0	0
C6orf123	0	0	0	0	0	0	0	0	0
ZNF702P	0	0	0	0	0	0	0	0	0
GPR37L1	0	0	0	0	0	0	0	0	0
OGDH	0	0	0	0	0	0	0	0	0
ASB13	0	0	0	0	0	0	0	0	0
ZFP14	0	0	0	0	0	0	0	0	0
SIX5	0	0	0	0	0	0	0	0	0
NT5M	0	0	0	0	0	0	0	0	0
KPNA3	0	0	0	0	0	0	0	0	0
TAF5	0	0	0	0	0	0	0	0	0
ZCRB1	0	0	0	0	0	0	0	0	0
CASC16	0	0	0	0	0	0	0	0	0
ANLN	0	0	0	0	0	0	0	0	0
KCNA1	0	0	0	0	0	0	0	0	0
LYPD4	0	0	0	1	0	0	0	0	0
SSTR2	0	0	1	0	0	0	0	0	0
PNMA6A	0	0	0	0	0	0	0	0	0
CARNS1	0	0	0	0	0	0	0	0	0
UTS2B	0	0	0	0	0	0	0	0	0
ZNF529	0	0	0	0	0	0	0	0	0
ALDH3A2	0	0	0	0	0	0	0	0	0
SPATA31A2	0	0	0	0	0	0	0	0	0
OXLD1	0	0	1	0	0	0	0	0	0
MIR492	0	0	0	0	0	0	0	0	0
CLEC1B	0	0	0	0	0	0	0	0	0
MKNK1	0	0	0	0	0	0	0	0	0
DYSF	0	0	0	0	0	0	0	0	0
ALKBH2	0	0	0	0	0	0	0	0	0
MTRNR2L4	0	0	0	0	0	0	0	0	0
FOXJ1	0	0	1	0	0	0	0	0	0
LEPREL2	0	0	0	0	0	0	0	0	0
NKD1	0	0	0	0	0	0	0	0	0
OR1D4	0	0	0	0	0	0	0	0	0
MTRR	0	0	0	0	0	0	0	0	0
SLC27A3	0	0	0	0	0	0	0	0	0
C1orf174	0	0	0	0	0	0	0	0	0
PPIL4	0	0	0	0	0	0	0	0	0
HTR7	0	0	0	0	0	0	0	0	0
PLEKHO1	0	0	0	0	0	0	0	0	0
RN7SL511P	0	0	0	0	0	0	0	0	0
ASB10	0	0	0	0	0	0	0	0	0
MIB2	0	0	0	0	0	0	0	0	0
BHMT	0	0	0	0	0	0	0	0	0
YTHDF1	0	0	0	0	0	0	0	0	0
RN7SKP63	0	0	0	0	0	0	0	0	0
A2ML1	0	0	0	0	0	0	0	0	0
AVPR1B	0	0	0	0	0	0	0	0	0
C10orf120	0	0	0	0	0	0	0	0	0
MSMB	0	0	0	0	0	0	0	0	0
HSP90AA4P	0	0	0	0	0	0	0	0	0
TRUB2	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0
GSG2	0	0	0	0	0	0	0	0	0
CEP170	0	0	0	0	0	1	0	0	0
ZNF280C	0	0	0	0	0	0	0	0	0
HECTD2	0	0	0	0	0	0	0	0	0
ZNF556	0	0	0	0	0	0	0	0	0
BCL2L10	0	0	0	0	0	0	0	0	0
IPO4	0	0	0	0	0	0	0	0	0
