A1CF	MNT
KIR2DS2	UBXN6
KIR2DS4	CAPN1
KIR3DL1	MEOX2
KIR3DL2	TGM3
KIR3DL3	SEMA3D
KIRREL	IFNW1
KISS1	RQCD1
KISS1R	DNAJB4
KIT	ZNF415
KITLG	ME1
KL	PRPF18
KLB	IDH1
KLC1	HFE2
KLC2	FANCF
KLC3	ATG7
KLF1	ACR
KLF10	LAMA1
KLF11	BPI
KLF12	RGS5
KLF13	PTPRO
KLF15	MEGF9
KLF2	ZNF790
KLF3	NDUFA9
KLF4	ANK3
KLF5	AP3S1
KLF6	AR
KLF9	ORC4L
KLHL12	ZNF2
KLHL13	TARDBP
KLHL2	OS9
KLHL20	TCF7L2
KLHL9	CAPZA2
KLK1	DAD1
KLK10	TPSB2
KLK11	IKZF4
KLK13	JAK1
KLK2	ZNF197
KLK3	DDX4
KLK6	FGFRL1
KLK7	NOX3
KLKB1	SLC5A1
KLRB1	EXOC7
KLRC1	CSF3R
KLRC2	OR5V1
KLRC3	KIN
KLRC4	OR10P1
KLRD1	MYL2
KLRG1	SP4
KLRK1	CFHR3
KNG1	ENO3
KNS2	GRIK5
KNTC1	IMP3
KPNA1	OR51A7
KPNA2	LSM2
KPNA3	HLA-DMA
KPNA4	FGF8
KPNA5	BACE1
KPNA6	MED23
KPNA7	GPHN
KPNB1	SSBP3
KRAS	APPBP2
KREMEN2	DHX38
KRIT1	RPL35A
KRR1	STX1C
KRT1	MAP3K11
KRT10	FBLIM1
KRT13	KTN1
KRT14	TP53
KRT15	E2F5
KRT16	ZNF420
KRT17	TLX3
KRT18	GNA15
KRT19	SIX1
KRT2	F8
KRT20	OR4Q3
KRT3	HSIL5R4
KRT31	PPP3CC
KRT32	UQCRH
KRT35	LDB2
KRT4	THEM4
KRT5	ZNF264
KRT6A	CACNA1D
KRT6B	PTS
KRT7	SPEN
KRT8	PTPRN
KRT81	HMGN4
KRT85	RAB41
KRT9	NDUFA8
KSR1	TINAGL1
KSR2	MTNR1B
KTN1	ITGB8
L1CAM	RBM39
L3MBTL	MC3R
L3MBTL2	CDK5RAP2
LAGE3	STRBP
LALBA	POLG2
LAMA1	PDP2
LAMA2	RGS3
LAMA3	RAF1
LAMA4	IL21R
LAMA5	GNL1
LAMB1	LMO1
LAMB2	DDOST
LAMB3	OR4P4
LAMB4	IGLC1
LAMC1	PCDHB10
LAMC2	CDH26
LAMC3	LTF
LAPTM5	TAF4
LARP1	RASGRP1
LARS	CDH17
LASP1	DKFZP686O0962
LASS2	PLEKHG5
LAT	ABLIM3
LAT2	AGT
LATS1	NMUR1
LATS2	TNS1
LAX1	WUGSC:H_LUCA16.1
LBP	KIAA1109
LBR	PCDHA8
LBX1	ZNF165
LCAT	SPDEF
LCK	CARD11
LCN1	SNAP25
LCN2	FRS2
LCP1	THOC3
LCP2	SLC25A21
LCT	RAB11B
LDB1	OSBP
LDB2	MC5R
LDB3	COPS3
LDHA	PDLIM5
LDHB	GTF2A1
LDHC	AGRN
LDLR	MYOC
LDLRAP1	PCF11
LDOC1	PITX1
LECT1	ANP32A
LEF1	COPS4
LEFTY1	ZNF677
LEFTY2	OPHN1
LENEP	NR0B1
LEO1	ROS1
LEP	SOD2
LEPR	UBE2L6
LFNG	L-SELECTIN
LGALS1	PITX3
LGALS3	NARG1
LGALS3BP	PFKP
LGI1	VPREB3
LGI2	NEK4
LGMN	NMA
LGR4	RAVER1
LGR5	JMJD1A
LHB	CD69
LHCGR	XPO4
LHX1	ILK
LHX2	WEE2
LHX3	AP3M1
LHX5	ZNF700
LHX6	TRIM28
LHX9	TSFM
LIF	RCOR3
LIFR	RPL24
LIG1	DDAH1
LIG3	PDHA1
LIG4	DKFZP686E0752
LILRA1	MYH15
LILRA3	RAD1
LILRB1	ITGA10
LILRB2	HPR
LILRB3	APOH
LILRB4	ZSCAN2
LIMA1	ARF3
LIMD1	PHEX
LIMD2	ARHGEF5
LIMK1	CPT1C
LIMK2	GANAB
LIMS1	C3ORF10
LIMS2	KCNH6
LIN54	OGDH
LIN7A	TAS2R40
LIN7B	EGLN3
LIN7C	PRKX
LIPA	LEO1
LIPC	OR56A5
LIPE	PARP3
LIPF	SLC7A10
LIPG	ADH1C
LITAF	ZFPM2
LLGL1	MYCN
LLGL2	FBXO41
LMAN1	CABLES2
LMNA	PTPMT1
LMNB1	MAP2K7
LMNB2	CORO1A
LMO1	PAN3
LMO2	DPM2
LMO3	MYO5B
LMO4	HNRPA1L3
LMO7	MB
LMOD1	POLE
LMX1A	PPFIA1
LMX1B	CCT5
LNPEP	IGSF1
LNX1	TRAF3
LONP2	PAFAH1B3
LOR	NDUFC2
LOX	RARA
LPA	NFKBIE
LPAR1	BGN
LPAR3	BOLL
LPAR4	DVL1L1
LPL	SMAD3
LPO	PIK3R4
LPP	RPS6
LPXN	ZNF702
LRAT	PCDHGC4
LRCH4	SAR1A
LRDD	OR6C3
LRIG1	NKX2-2
LRP1	HEXB
LRP10	MYB
LRP12	PRKAB2
LRP1B	TLE3
LRP2	AMN
LRP3	COL4A4
LRP4	MSH6
LRP5	TNFSF13
LRP6	PLXNB3
LRP8	ASB13
LRPAP1	GGA3
LRPPRC	ATP5L
LRRC1	NDUFA1
LRRC41	RPL38
LRRC4C	MID1
LRRC59	TCHH
LRRC7	HIVEP1
LRRFIP1	CA9
LRRFIP2	SPTBN1
LRRK1	TRPC5
LSM1	NFATC3
LSM2	TST
LSM3	ATP8B1
LSM4	STOML3
LSM5	MLH1
LSM6	GABARAP
LSM7	CDH12
LSM8	SLU7
LSP1	HCN2
LST1	DPYSL5
LTA	ZNF771
LTA4H	SERPINA1
LTB	MARCKS
LTB4R	SET
LTBP1	MLC1
LTBP3	CDK2
LTBP4	KCNMA1
LTBR	CDC45L
LTC4S	ZNF154
LTF	EIF2AK4
LTK	S1PR4
LUM	SFRS5
LY6E	VDAC2
LY6H	MYST4
LY86	PTK6
LY96	OR1M1
LYL1	YES1
LYN	ZNF416
LYPLA1	PFDN1
LYST	POLE2
LYZ	SIRT6
LZTS1	PLA2G12B
M6PR	CCNG1
M6PRBP1	COL9A3
MACF1	LRP1B
MAD1L1	RASGRP2
MAD2L1	PPP2R2B
MAD2L2	CRHR2
MADCAM1	PCDH17
MADD	IFNA7
MAF	OR52N4
MAFB	TNIP2
MAFF	UBR2
MAFG	AVP
MAFK	IKBKG
MAG	NCR2
MAGEA1	OR10C1
MAGEA4	SPRR2A
MAGED1	NCK2
MAGEH1	ESRRG
MAGI1	TFB2M
MAGI2	ABI2
MAGI3	CYP2D6
MAGOH	GATA1
MAGOHB	CHRAC1
MAK	M6PR
MAL	PDCL
MALL	ZNF845
MALT1	GNB2
MAML1	NMS
MAML3	ZNF813
MAN1A1	HBA1
MAN1A2	CYFIP1
MAN1B1	PTPN22
MAN1C1	THY1
MAN2A2	PPAN
MAN2B1	PAK2
MAN2C1	VPS4A
MAOA	ZNF629
MAOB	CTTN
MAP1A	PRPF4
MAP1B	SNX5
MAP1LC3B	SMG7
MAP1S	CHD3
MAP2	ARL15
MAP2K1	IKBKE
MAP2K2	PDE3A
MAP2K3	ZNF250
MAP2K4	EIF4G3
MAP2K5	IAPP
MAP2K6	IL11RA
MAP2K7	PCNP
MAP3K1	GADD45A
MAP3K10	HOXB6
MAP3K11	XPA
MAP3K12	EIF2B4
MAP3K13	PTGER3
MAP3K14	OR2T27
MAP3K2	ZBTB33
MAP3K3	ORM1
MAP3K4	FOXA2
MAP3K5	HIST1H2AC
MAP3K6	FBXL2
MAP3K7	OR1F12
MAP3K7IP1	AFAP1L2
MAP3K7IP2	PACSIN1
MAP3K7IP3	ZNF528
MAP3K8	PASK
MAP3K9	ADIPOR1
MAP4	GTF2H2
MAP4K1	NXF3
MAP4K2	OR6F1
MAP4K3	NR0B2
MAP4K4	KCNS3
MAP4K5	ZNF434
MAPK1	PDE10A
MAPK10	ZNF74
MAPK11	MCM6
MAPK12	TGFBI
MAPK13	RPH3AL
MAPK14	ZNF468
MAPK15	SHISA5
MAPK3	SLC39A6
MAPK4	CDH3
MAPK6	GLRX2
MAPK7	SOCS5
MAPK8	SAR1B
MAPK8IP1	BCL2L14
MAPK8IP2	FGA
MAPK8IP3	OR11H4
MAPK9	RARRES3
MAPKAP1	PIK3CG
MAPKAPK2	LSM3
MAPKAPK3	RAB39
MAPKAPK5	FOLH1
MAPRE1	GDF3
MAPRE2	PRKAA1
MAPRE3	NPY
MAPT	PPIAL4B
MARCH7	CD40
MARCH8	MNDA
MARCKS	GRB10
MARCKSL1	IL12B
MARK1	MITD1
MARK2	SGMS1
MARK3	MED18
MARK4	LENEP
MARS	SMUG1
MAS1	DDX19B
MASP1	DISP1
MASP2	STAT4
MAST1	OR2T29
MAST2	MPP5
MAST3	CTNNA1
MAST4	RGS1
MASTL	ZNF829
MAT1A	NEIL1
MAT2A	ING1
MAT2B	ACTR10
MATK	HOXB4
MATN1	ZNF592
MATN2	CD34
MATN3	RCVRN
MATR3	DKFZP686D0345
MAVS	FKBP4
MAX	MAPK11
MAZ	RINT1
MB	SRP9
MBD1	ORC1L
MBD2	NUTF2
MBD3	GTPBP4
MBD3L1	TUBB4Q
MBD4	CTSD
MBL2	DRP2
MBP	DRD5P1
MBTPS1	PCDHA9
MBTPS2	HNRNPH1
MC1R	TREM2
MC2R	CRK
MC3R	ULK3
MC4R	IL22RA2
MC5R	ZNF354B
MCAM	FOXO1
MCC	KRT3
MCCC1	MEIS3
MCCC2	ZNF461
MCF2	ITGA2B
MCF2L	MAP3K7IP3
MCFD2	PRKAG1
MCHR1	TUBB3
MCHR2	GGN
MCL1	JTV1
MCM10	FTSJ1
MCM2	RPL18A
MCM3	CCNB1
MCM3AP	RAB37
MCM4	CYP27B1
MCM5	SH2D4A
MCM6	MAZ
MCM7	VWF
MCRS1	CFHR1
MCTS1	CMA1
MDC1	PCDHB16
MDFI	CD247
MDFIC	G3BP1
MDH1	SCUBE2
MDH2	PCBD1
MDK	ARHGAP9
MDM2	RAB6C
MDM4	MAN2B1
ME1	OR5B3
ME2	DNM1L
MECP2	SF3A1
MED1	POLR1A
MED12	NEUROD2
MED12L	OR4D10
MED13	MED12
MED13L	BTN3A3
MED14	SERPINF1
MED15	CATSPER2
MED16	SGOL2
MED17	HNRNPD
MED18	KARS
MED20	POP5
MED21	WDR12
MED22	MT-ND4L
MED23	PTPRS
MED24	BACE2
MED25	KRT1
MED27	PCM1
MED28	NDUFA2
MED4	NPY2R
MED6	CBFB
MED7	HCN1
MED8	DKFZP686N1815
MED9	CDH4
MEF2A	ZNF573
MEF2B	NDUFA3
MEF2C	KIF11
MEF2D	IRF4
MEFV	PSMB5
MEGF9	SOSTDC1
MEIS1	ACTA2
MEIS2	CPB1
MEIS3	UQCRQ
MELK	UBE2N
MEN1	TAGLN3
MEOX1	EIF1
MEOX2	LTBP4
MEP1A	CNGB3
MEP1B	KCNH5
MERTK	HMG20B
MET	HBE1
METAP1	SYTL1
METAP2	MKNK1
METTL3	VEGFC
MFAP2	ENO2
MFAP5	CASP4
MFGE8	WARS2
MFN1	NUMB
MFNG	PDCD11
MGAM	ANK1
MGAT1	NDUFB1
MGEA5	SRM
MGMT	NDUFV1
MGP	CRLF1
MGRN1	SORT1
MIA	TMED10
MIA2	NFKBIA
MIB1	TNFRSF13B
MIB2	PPHLN1
MICA	PLEKHB2
MICAL1	CSNK1G3
MICALL1	STON1
MICB	OBFC2B
MID1	DOK5
MID1IP1	SPSB1
MID2	MAP2K2
MIER1	PSG6
MIF	BUB1
MINA	USP39
MIP	IFNGR2
MIPEP	TYMP
MIS12	SH3BGRL
MITD1	PDAP1
MITF	RUNDC3A
MIZF	PDE4A
MKI67	PTPN6
MKL1	PMS2L8
MKL2	BRS3
MKNK1	SMNDC1
MKNK2	NIF3L1
MLC1	PRC1
MLF1	OR4K13
MLF1IP	VPS36
MLH1	TUBGCP2
MLH3	SLC16A8
MLL	DGKH
MLL2	UNC13B
MLL3	GCLC
MLLT1	EVI5
MLLT3	COMMD8
MLLT4	ZNF467
MLLT6	VGLL2
MLN	RPS21
MLNR	CDC37
MLPH	EFNA1
MLX	DEFB103A
MLXIP	SEMA7A
MLXIPL	CHMP2A
MME	PIM2
MMP1	GPCR
MMP10	OR5R1
MMP11	NR6A1
MMP12	TRPM2
MMP13	NSL1
MMP14	IL1B
MMP15	MRAS
MMP16	ABCB1
MMP17	IL1RL1
MMP19	WASL
MMP2	ZRANB2
MMP20	RPL36AL
MMP21	DKFZP686K101
MMP24	MXD4
MMP25	PSMB8
MMP26	CTNND2
MMP27	RRM2B
MMP28	UBD
MMP3	RFX4
MMP7	HOXD9
MMP8	SRP19
MMP9	CFH
MMRN1	P2RX5
MMS19	SYCP3
MNAT1	RASGRF1
MNDA	DKFZP686P05226
MNT	ZNF192
MNX1	EIF4EBP3
MOAP1	DLGAP5
MOBKL1B	MYCBP2
MOBKL3	WDR5B
MOCS2	MYH10
MOCS3	MYC
MOG	PDK3
MON2	SLC2A2
MORF4L1	ORC6L
MORF4L2	PCDHGB2
MOS	ZEB2
MOXD1	NTNG1
MPDZ	WNT2B
MPG	CTBP1
MPHOSPH1	COL5A1
MPHOSPH10	IGLV2-18
MPL	TRHR
MPO	TYK2
MPP1	C20ORF191
MPP2	RAD54B
MPP3	BIRC6
MPP4	HLA-DPB1
MPP5	PDLIM7
MPP6	IGKV A18
MPST	FANCB
MPZ	CTBP2
MRAS	NRIP2
MRC1	FLNA
MRE11A	SON
MRP63	FOXP3
MRPL11	PDC
MRPL12	H2AFZ
MRPL23	F11R
MRPL34	PITPNA
MRPS11	VLDLR
MRPS12	ARF4
MRPS16	HAX1
MRPS24	MYLK3
MRPS7	WNT9B
MS4A1	OR4K3
MS4A2	SRPK3
MSC	BCAM
MSH2	OR4K5
MSH3	RAB4A
MSH4	PCDHB17
MSH5	SIX5
MSH6	SLC27A1
MSI1	TRIM21
MSL3	TCEB3C
MSMB	GIMAP5
MSN	GNA11
MSR1	ZRSR2
MST1	SLC6A1
MST1R	EGFL7
MST4	CACNA2D2
MSTN	AUP1
MSX1	KLRK1
MSX2	OR1C1
MT1E	IGLL1
MT1G	MED9
MT1X	SIGLEC5
MTA1	FOXO4
MTA2	NPAT
MTA3	ELK1
MTCH1	IDH3A
MTCH2	IGLV4-3
MTCP1	LDHC
MTDH	EXOSC10
MTHFD1	NCF4
MTHFD1L	PTCH2
MTHFD2	COPZ1
MTIF2	FRAT1
MTMR2	PGR
MTMR8	VAMP7
MTMR9	CDH1
MTNR1A	IGHA1
MTNR1B	LASP1
MTPN	NUP205
MTSS1	IRF1
MTTP	ARHGEF12
MTX1	TAF10
MTX2	ITPR1
MUC1	BOC
MUC2	SEPT4
MUC20	REV3L
MUC4	SEMA4C
MUC7	IFNA17
MUS81	IMPA2
MUSK	TRIM22
MUTYH	GUCY2D
MVD	ARHGAP29
MVK	SPAG6
MVP	ABL1
MX1	IMP4
MX2	GBF1
MXD1	KCNV2
MXD3	GNB4
MXD4	CAMK1D
MXI1	WNK2
MXRA5	INPP5D
MXRA8	PLA2G4B
MYB	ANAPC7
MYBBP1A	EMILIN2
MYBL1	SHE
MYBL2	PIAS3
MYBPC1	SNAP29
MYBPC2	IRS2
MYBPC3	OR9A4
MYBPH	PSME1
MYC	OR2AG2
MYCBP	PCDH11X
MYCBP2	EEF2K
MYCBPAP	APOC3
MYCL1	ITGAL
MYCN	GPC1
MYD88	RYR3
MYF5	SYNJ1
MYF6	OR10J3
MYH1	ERCC1
MYH10	OR2T10
MYH11	ZNF90
MYH13	FOXA3
MYH14	HADHA
MYH15	DKFZP434E026
MYH16	SV2C
MYH2	RAB14
MYH3	POMC
MYH4	NKX2-1
MYH6	CAMLG
MYH7	OR5K1
MYH7B	CABP5
MYH8	SMAD6
MYH9	HDAC7
MYL1	GNG8
MYL2	RPS14
MYL3	CDC26
MYL4	ZNF525
MYL5	TMEM47
MYL7	YEATS4
MYL9	MXI1
MYLC2PL	TLR7
MYLK	LIPG
MYLK2	EGR1
MYLK3	CCR1
MYLK4	MICA
MYLPF	A1CF
MYO10	CCL5
MYO15A	ARHGAP1
MYO16	ARHGAP12
MYO18A	HSP90AA4P
MYO18B	GTF2H3
MYO19	UTRN
MYO1A	KCNC2
MYO1B	SNRPN
MYO1C	AKR7A2
MYO1D	HOXC4
MYO1E	ARL17
MYO1F	ZNF787
MYO3A	GHRL
MYO3B	FLJ20896
MYO5A	PLOD2
MYO5B	RPP40
MYO5C	LIMK1
MYO6	NCK1
MYO7A	CDC2L5
MYO7B	ZNF460
MYO9A	MAPK12
MYO9B	PEX16
MYOC	KHDRBS1
MYOCD	FRY
MYOD1	OR3A4
MYOG	BAMBI
MYOM1	BAK1
MYOM2	FCGR3B
MYST1	DDX43
MYST2	BATF3
MYST3	HES5
MYST4	ITGBL1
MYT1	EXOSC2
MYT1L	CASP3
MZF1	OSBPL2
NAB1	SKAP2
NAB2	ARFGAP3
NACA	RUNX2
NACAP1	ACVR1
NAGA	DUSP1
NAIP	ITGA2
NANOS1	INSRR
NAP1L1	PIK3CD
NAP1L2	TESK1
NAP1L4	CCDC45
NAPA	NFIL3
NAPB	PDPK1
NARG1	OR10W1
NARG1L	SNRPE
NARS	EIF2A
NASP	MMP12
NAT1	OR2T11
NAT2	HNRNPA2B1
NBEA	PCDHB4
NBN	TTF1
NCALD	OR51B4
NCAM1	FASN
NCAM2	ZNF658B
NCAN	ATM
NCAPD2	RBMX
NCAPG	F9
NCAPG2	TNFSF13B
NCAPH	NUP37
NCBP1	CDS1
NCBP2	RHOBTB2
NCF1	RPL37A
NCF2	RPLP1
NCF4	PSMD6
NCK1	EN1
NCK2	SH3BP1
NCKAP1	RAB5C
NCKAP1L	RPS6KA3
NCKIPSD	PEX7
NCL	PFDN2
NCOA1	MED11
NCOA2	ZNF143
NCOA3	CCAR1
NCOA4	XCL1
NCOA5	PRPF40A
NCOA6	RGPD5
NCOA7	ICAM5
NCOR1	PURA
NCOR2	TBCA
NCR1	PABPC3
NCR2	BCKDK
NCR3	RMI1
NCSTN	LDLRAD3
NDC80	JUN
NDE1	ARHGAP8
NDEL1	GYG1
NDN	RHOA
NDNL2	SREBF1
NDRG1	SEC61A2
NDRG2	HDAC11
NDRG3	OR4C15
NDRG4	RUVBL2
NDUFA1	ZXDC
NDUFA10	ETV6
NDUFA12	GABBR2
NDUFA13	PTTG2
NDUFA2	SLAMF1
NDUFA3	IMMT
NDUFA4	GTF3C5
NDUFA5	EIF2AK1
NDUFA6	PNRC2
NDUFA7	E2F3
NDUFA8	MT1X
NDUFA9	NAT2
NDUFAB1	OR2A14
NDUFB1	RPL27
NDUFB11	ZNF665
NDUFB2	GSTM4
NDUFB3	MAP3K14
NDUFB4	RAB9B
NDUFB5	MMP20
NDUFB6	EDF1
NDUFB7	RS1
NDUFB8	PTN
NDUFB9	TRAF6
NDUFC1	SREBF2
NDUFC2	FGD4
NDUFS1	SRPX
NDUFS2	HABP4
NDUFS3	NRP1
NDUFS4	CCRK
NDUFS5	HSPB3
NDUFS6	STIM2
NDUFS7	TCRB
NDUFS8	APTX
NDUFV1	CCNF
NDUFV2	HTR1F
NEB	PFDN6
NEBL	ZNF138
NECAP2	MTPN
NEDD4	FGF6
NEDD4L	CCL26
NEDD8	GABPA
NEDD9	COX5A
NEFH	PTGER1
NEFL	HFE
NEFM	CXCL6
NEIL1	PARK2
NEK1	MAN1C1
NEK11	SGCD
NEK2	DACH1
NEK4	ZNF25
NEK9	BET1
NELL1	CAMK1
NES	ATF7IP
NET1	DIAPH1
NEU1	GSTO1
NEU3	RPP38
NEURL2	CFTR
NEUROD1	PKNOX2
NEUROD2	ZSCAN4
NEUROG1	APPL2
NEUROG2	TOM1
NEUROG3	PIP
NF1	PRPF19
NF2	ADD3
NFAM1	NONO
NFASC	PLTP
NFATC1	PLA2G7
NFATC2	TAOK1
NFATC2IP	GABRA1
NFATC3	MYBPC2
NFATC4	EDA2R
NFE2	MYLC2PL
NFE2L1	CHEK1
NFE2L2	OR1F2
NFE2L3	CCM2
NFIA	TAS2R13
NFIB	ULBP2
NFIC	SI
NFIL3	GABRA6
NFIX	ALK
NFKB1	CCKBR
NFKB2	OR4C3
NFKBIA	MAFF
NFKBIB	SLIT1
NFKBIE	MASP1
NFKBIL1	FGF2
NFRKB	SVIL
NFU1	ING4
NFX1	TLR2
NFYA	SEMA6B
NFYB	MAPK14
NFYC	PVRL4
NGB	PLXNB2
NGEF	UCP1
NGF	ADIPOR2
NGFR	KRT20
NGFRAP1	DLG1
NGLY1	TSSK4
NGRN	TNFSF4
NHEJ1	LBR
NHLH1	AP1S2
NHLH2	PCDHGA6
NHP2L1	HSH2D
NID1	FNBP1
NID2	DKFZP686F1789
NIF3L1	TOLLIP
NIM1	LPO
NKD1	ZNF77
NKD2	GPR63
NKRF	AP4B1
NKTR	AKAP5
NKX2-1	TGFB3
NKX2-2	SHANK3
NKX2-3	DEFA1
NKX2-5	OR51V1
NKX3-1	SSX1
NKX3-2	NEK6
NKX6-1	SEMG1
NLGN1	GDF10
NLGN3	SERINC1
NLK	CCL7
NLRC4	CYLD
NLRP1	TWSG1
NLRP12	DDX54
NLRP2	CLCA2
NLRP3	CAPN9
NLRP4	OR13C3
NMB	LMNA
NMBR	EHHADH
NME3	OPN4
NME4	S1PR3
NME5	GABRB3
NME7	HDAC4
NMI	HLX
NMS	NPLOC4
NMT1	ZNF671
NMU	CNGA3
NMUR1	CEP290
NMUR2	DPYS
NNMT	ERN2
NOD1	TKT
NOD2	HOXA1
NODAL	CYP11A1
NOL3	IVD
NOL5A	VAV3
NOLC1	OR4X2
NONO	LAGE3
NOP2	ZFP64
NOS1	AHNAK
NOS2	IL29
NOS3	PLCG2
NOSIP	HIST1H2BN
NOTCH1	BCAT2
NOTCH2	COPB1
NOTCH2NL	OR10S1
NOTCH3	OR5B17
NOTCH4	MAN2C1
NOV	VAV2
NOVA1	MYH3
NOX1	HOXA4
NOX3	SHOC2
NOX4	ECM1
NP	KCNG4
NPAS1	PSMB4
NPAS2	NCR1
NPAS3	PAEP
NPAS4	HLA-DOA
NPAT	PRKAR2A
NPBWR1	PNLIPRP2
NPBWR2	MAP3K7
NPC1	CASP8
NPFF	ZNF227
NPFFR1	RBPJ
NPFFR2	SH2D3A
NPHP1	GRP17
NPHP4	GPN2
NPHS1	FER
NPHS2	PTPN1
NPLOC4	RNF139
NPM1	GABRA3
NPPA	OR5L2
NPPB	EPHA2
NPPC	TAS2R5
NPR1	CLSTN3
NPR2	PPP1R1B
NPR3	MMP7
NPTX1	CAMK2G
NPTX2	RPL36
NPTXR	STK11
NPY	IRF9
NPY1R	DDX42
NPY2R	PLCZ1
NPY5R	HYOU1
NQO1	PRRX2
NQO2	IL25
NR0B1	UXT
NR0B2	STUB1
NR1D1	MRPL34
NR1D2	PGRMC1
NR1H2	ZNF623
NR1H3	AKR1CL2
NR1H4	MAGI3
NR1I2	C4B
NR1I3	FDPS
NR2C1	PPARGC1B
NR2C2	OR52E8
NR2E1	HOXD13
NR2E3	RNF34
NR2F1	PCDHGA11
NR2F2	CEACAM6
NR2F6	GLRX
NR3C1	CXCL11
NR3C2	RBBP8
NR4A1	GREM1
NR4A2	PRKD1
NR4A3	GMPS
NR5A1	RFX3
NR5A2	TXNL4B
NR6A1	SSR2
NRAS	RIPK5
NRBF2	PDGFA
NRBP1	ACP1
NRCAM	SENP3
NRF1	M6PRBP1
NRG1	AGER
NRG2	ZNF169
NRG3	TBCD
NRIP1	ADRA2B
NRIP2	RPLP0
NRK	AVPR1B
NRL	SLC18A2
NRP1	BDKRB1
NRP2	DAAM2
NRTN	SEP15
NRXN1	BNC2
NRXN2	FOSL1
NRXN3	ADCY7
NSD1	MYO10
NSF	HOXC5
NSFL1C	ULBP1
NSL1	ZNF274
NSMAF	KCNA5
NSUN2	CCR2
NSUN5	VARS
NSUN5C	ORC3L
NT5C2	ZNF638
NT5E	ALOX15B
NTF3	PAK7
NTF4	CHN2
NTHL1	ATP6AP1
NTN1	OR10H5
NTN4	MYO18A
NTNG1	C3AR1
NTRK1	RPP21
NTRK2	MSL3
NTRK3	SFRS17A
NTS	ADRA2C
NTSR1	ARFIP2
NTSR2	CDKL1
NUAK1	OR1J4
NUAK2	LIMD1
NUB1	TAP1
NUBP1	BEX1
NUCB1	MT-ND4
NUCB2	CISH
NUDC	ZNF678
NUDT21	OR5J2
NUMA1	TTC1
NUMB	MED13
NUP107	ATG5
NUP133	NMI
NUP153	SLC34A1
NUP155	SGCB
NUP160	OR14J1
NUP188	SFRS2IP
NUP205	CHRNB3
NUP210	UBE2J2
NUP214	CD244
NUP37	GNAI2
NUP43	PCTK3
NUP50	RUNX3
NUP54	CLDN14
NUP62	TEP1
NUP85	CNOT8
NUP88	FANCI
NUP93	COTL1
NUP98	CCT3
NUPL2	HOPX
NUPR1	SCO1
NUSAP1	NLGN3
NUTF2	KIT
NVL	SNX3
NXF1	ENAH
NXF3	BMI1
NXF5	SMAD7
NXT1	CIDEB
NXT2	MOAP1
OAS1	IL12RB2
OAS2	CD44
OAS3	F12
OASL	GRHL2
OAZ1	NDUFB11
OAZ2	FKBP3
OAZ3	DOK2
OBFC2B	SPDYA
OBP2A	CSTF2T
OBSCN	SCYE1
OBSL1	GP1BA
OCLN	CXCL10
OCRL	HOOK2
ODC1	ZNF589
ODF1	SLC30A6
ODF2	THRB
ODZ1	FBXL11
ODZ2	OR6K6
ODZ3	FZD3
ODZ4	RAB11FIP4
OFD1	TARS
OGDH	OR4D6
OGDHL	CYP3A7
OGG1	ARFGAP1
OGT	VPS72
OLIG2	DUSP10
OLR1	ZNF140
OMG	HIST3H3
ONECUT1	DAPP1
ONECUT2	TSG101
OPHN1	GGNBP2
OPN4	DCLK2
OPRD1	CYP7A1
OPRK1	ESAM
OPRL1	ADH4
OPRM1	SMC1B
OR10A3	HEXIM1
OR10A6	ASPM
OR10A7	IQSEC1
OR10AD1	CHRM5
OR10AG1	GALNT3
OR10C1	SLC6A6
OR10G2	PIPSL
OR10G7	OR5M9
OR10G8	IFNAR1
OR10H1	SLC4A7
OR10H2	KLC2
OR10H3	DFFA
OR10H4	RAPGEF6
OR10H5	ACO1
OR10J1	PHF3
OR10J3	POLDIP3
OR10K1	COPE
OR10K2	TADA3L
OR10P1	COG7
OR10Q1	OR4A16
OR10R2	RAPTOR
OR10S1	SIX6
OR10T2	NRXN2
OR10V1	GRM3
OR10W1	CRYBB2
OR10X1	FLNC
OR10Z1	TMF1
OR11A1	USF1
OR11G2	SEMA3C
OR11H1	SLC24A1
OR11H6	SFRP4
OR11L1	TICAM1
OR12D2	PLP1
OR12D3	ROBLD3
OR13C3	COG2
OR13C4	STXBP1
OR13C5	TINF2
OR13C8	SSBP2
OR13F1	CDH10
OR13G1	TAP2
OR13H1	KIRREL
OR14A16	SPTBN5
OR14I1	HPSE
OR14J1	NUP35
OR1A1	KRT2
OR1A2	ZNF562
OR1B1	MAN1B1
OR1C1	PDE5A
OR1D2	SGCG
OR1D5	MRGBP
OR1F1	XDH
OR1G1	ZNF182
OR1I1	ETS1
OR1J1	UMOD
OR1J4	MAGEA1
OR1L1	PRMT8
OR1L4	WHSC2
OR1M1	EPB41L3
OR1N1	SMARCB1
OR1N2	KCNAB1
OR1Q1	NUCB1
OR2A1	IRS1
OR2A12	NOG
OR2A14	ZNF83
OR2A2	GLP2R
OR2A25	RGS10
OR2A5	ZNF718
OR2A7	BCL11A
OR2AE1	CLDN23
OR2AK2	SMURF1
OR2AT4	RGS11
OR2B11	HTR2A
OR2B2	EPS15L1
OR2B3	ALAS2
OR2B6	DLGAP2
OR2C1	FBXL3
OR2C3	EEF1E1
OR2F1	SHB
OR2F2	ING3
OR2G2	PLK4
OR2G6	PFKL
